DOCULECT,GLOSS,IPA
Mombo,boy,weewa+lay
BonduSoNajamba,boy,e+ndeea+ne
Nanga,boy,arⁿay+ⁿ
Nanga,boy,arⁿay+ⁿ
Penange,boy,weewa+la
PergeTegu,boy,aniirⁿu
TebulUre,boy,arⁿayɛ
Tiranige,boy,beba+nawe
TogoKan,boy,arⁿay+ⁿ
TommoSoTongoTongo,boy,annay
TomoKanDiangassagou,boy,ʔaaⁿʔii+ⁿ
TomoKanSegue,boy,ʔaaⁿʔi+w+ⁿ
YandaDom,boy,enean
BankanTey,girl,yaayi+m
BenTey,girl,yaayi+m
BenTey,girl,yaayi+m
Bunoge,girl,beeyɔɔ+yɛ
DogulDomBendiely,girl,eguyaa
DogulDomKundialang,girl,egiyaa
DonnoSo,girl,yaanay
DonnoSo,girl,yaanaii
JamsayGourou,girl,ɲɛyn
JamsayDouentza,girl,ɲɛin
JamsayMondoro,girl,ɲɛin
Mombo,girl,weeyaa+y
Mombo,girl,weeyaa+y
BonduSoNajamba,girl,e+ndee+yɛɛ
Nanga,girl,yay+ⁿ
Nanga,girl,yay+ⁿ
Penange,girl,weeyɔɔ
PergeTegu,girl,ɲay+nu
TebulUre,girl,ɛdayɛ
Tiranige,girl,beye+we
TogoKan,girl,ɲɛy+ⁿ
TommoSoTongoTongo,girl,iyay
TomoKanDiangassagou,girl,ɲooⁿʔii+ⁿ
TomoKanSegue,girl,ɲɔwⁿ+ʔiw+ⁿ
ToroTegu,girl,yⁿarⁿii+rⁿii
YandaDom,girl,eniye
Nanga,"young (adolescent) man, not yet bearded",arⁿagu+rɔ
TogoKan,"young (adolescent) man, not yet bearded",arⁿaiⁿsoo+ro
TommoSoTongoTongo,"young (adolescent) man, not yet bearded",saga+ray
YornoSo,"young (adolescent) man, not yet bearded",iisooro
BankanTey,"young (adolescent) woman, not yet a mother",yagu+ra+m
BenTey,"young (adolescent) woman, not yet a mother",yagu+rɔ+m
DonnoSo,"young (adolescent) woman, not yet a mother",gulɔ
JamsayDouentza,"young (adolescent) woman, not yet a mother",ɲɛin+yaasu+ŋurⁿi+n
BonduSoNajamba,"young (adolescent) woman, not yet a mother",e+nde+gulaa
Nanga,"young (adolescent) woman, not yet a mother",yagu+rɔ
TommoSoTongoTongo,"young (adolescent) woman, not yet a mother",iyay+gulɔ+y
ToroTegu,"young (adolescent) woman, not yet a mother",yagu+rɔn
YandaDom,"young (adolescent) woman, not yet a mother",gulɔ
YornoSo,"young (adolescent) woman, not yet a mother",yaagu+lɔy
Ampari,"man, male person",i+nda+nara
Ampari,"man, male person",nara
BankanTey,"man, male person",arⁿa+m
BenTey,"man, male person",arⁿa+m
Bunoge,"man, male person",nolo
DogulDomBendiely,"man, male person",ana
DogulDomBendiely,"man, male person",nooana
DogulDomKundialang,"man, male person",ana
DonnoSo,"man, male person",anna
JamsayGourou,"man, male person",an
JamsayDouentza,"man, male person",an
JamsayMondoro,"man, male person",an
Mombo,"man, male person",wala
BonduSoNajamba,"man, male person",ane
BonduSoNajamba,"man, male person",ani
Nanga,"man, male person",arⁿa
Penange,"man, male person",wala
PergeTegu,"man, male person",anu
TebulUre,"man, male person",arⁿa
Tiranige,"man, male person",nda+bana
Tiranige,"man, male person",bana
Tiranige,"man, male person",bana
TogoKan,"man, male person",arⁿa
TommoSoTongoTongo,"man, male person",anna
TomoKanDiangassagou,"man, male person",ʔaa+ⁿ
ToroTegu,"man, male person",anu
YandaDom,"man, male person",an
YornoSo,"man, male person",aynɛ
BankanTey,old man,arⁿapɛ+m
BenTey,old man,arⁿapɛ+m
Bunoge,old man,nolo+kɛm+nɔ
DogulDomKundialang,old man,anapa+y
DonnoSo,old man,annaa+na
DonnoSo,old man,anna+pay
JamsayDouentza,old man,anga+n
Mombo,old man,wala+kaanu
BonduSoNajamba,old man,aneku+njɛɛ
BonduSoKindige,old man,anku+njɛ
Nanga,old man,arⁿapɛɛ
Penange,old man,wala+kaam+nɔ
TebulUre,old man,arⁿapɛɛ
Tiranige,old man,nda+bana+kun+ju
TogoKan,old man,arⁿaga+ra
TogoKan,old man,arⁿaga+rapɛ+ⁿ
TogoKan,old man,annaa
TommoSoTongoTongo,old man,anna+pɛɛnɛ
TomoKanDiangassagou,old man,ʔaaⁿga+rⁿaw+ⁿ
TomoKanSegue,old man,ʔaaⁿga+raw+ⁿ
ToroTegu,old man,anpa+ynu
ToroTegu,old man,arapa+ynu
YandaDom,old man,anpɛ+y
YornoSo,old man,aynɛ+pɛy+nɛ
Ampari,"woman, female person",i+nda+yɔɔ
Ampari,"woman, female person",yɔɔ
BankanTey,"woman, female person",ya+m
BenTey,"woman, female person",ya+m
Bunoge,"woman, female person",yɔ
DogulDomBendiely,"woman, female person",yaa
DogulDomBendiely,"woman, female person",nooyaa
DogulDomKundialang,"woman, female person",yaa
DogulDomKundialang,"woman, female person",yaa+g
DonnoSo,"woman, female person",yaana
DonnoSo,"woman, female person",yaana+pay
JamsayGourou,"woman, female person",ɲɛn
JamsayDouentza,"woman, female person",ɲɛn
JamsayMondoro,"woman, female person",ɲɛn
Mombo,"woman, female person",yɔɔ
BonduSoNajamba,"woman, female person",yɛɛ
Nanga,"woman, female person",yaŋ
Penange,"woman, female person",yɔɔ
PergeTegu,"woman, female person",ɲarⁿu
TebulUre,"woman, female person",ya
TiranigeBoui,"woman, female person",nda+yee
TiranigeBoui,"woman, female person",yee
TiranigeNingo,"woman, female person",yee
TogoKan,"woman, female person",ɲɛ
TommoSoTongoTongo,"woman, female person",yaana
ToroTegu,"woman, female person",yⁿarⁿu
ToroTegu,"woman, female person",yⁿarⁿu
YandaDom,"woman, female person",yɛ
YornoSo,"woman, female person",yaarⁿa
BankanTey,old woman,yapɛ+m
BenTey,old woman,yapɛ+m
Bunoge,old woman,yɔɔkɛ+mnɔ
DogulDomKundialang,old woman,yaapa+y
DonnoSo,old woman,yan+naana
JamsayDouentza,old woman,ɲɛn+gan
Mombo,old woman,yɔɔkaa+nu
BonduSoNajamba,old woman,yasi+le
Nanga,old woman,yaapɛɛ
Penange,old woman,yɔɔkaa+mnɔ
TebulUre,old woman,yapɛɛ
Tiranige,old woman,nda+yeeku+nju
TogoKan,old woman,yɛnaa
TommoSoTongoTongo,old woman,yaana+pɛɛnɛ
TomoKanDiangassagou,old woman,ɲooⁿga+rⁿaw+ⁿ
TomoKanSegue,old woman,ɲɔwⁿ+gara+w+ⁿ
ToroTegu,old woman,yapa+ynu
YandaDom,old woman,yɛpɛ+y
YornoSo,old woman,yapɛ+ynɛ
BankanTey,"old (thing, animal)",pɛ+ɛ
BenTey,"old (thing, animal)",pɛ+ɛ
Bunoge,"old (thing, animal)",ʔil+ɛ
DogulDomBendiely,"old (thing, animal)",diy+ɔ
DogulDomKundialang,"old (thing, animal)",diyɔ+ɔ
DonnoSo,"old (thing, animal)",pɛ+y
JamsayGourou,"old (thing, animal)",koor+o
JamsayGourou,"old (thing, animal)",pɛ+yⁿ
JamsayDouentza,"old (thing, animal)",pɛ+yⁿ
JamsayMondoro,"old (thing, animal)",pɛ+yⁿ
Mombo,"old (thing, animal)",kaan+u
BonduSoNajamba,"old (thing, animal)",kunjɔ+ɔ
Nanga,"old (thing, animal)",pɛ+ɛ
Penange,"old (thing, animal)",kaamn+ɔ
PergeTegu,"old (thing, animal)",pɛ+y
TebulUre,"old (thing, animal)",pɛyg+ɔ
TebulUre,"old (thing, animal)",pɛ+ɛ
Tiranige,"old (thing, animal)",kunj+u
TogoKan,"old (thing, animal)",pɛⁿ
TommoSoTongoTongo,"old (thing, animal)",pɛ+y
TomoKanDiangassagou,"old (thing, animal)",pyɛⁿ
TomoKanSegue,"old (thing, animal)",pyɛⁿ
ToroTegu,"old (thing, animal)",yɔ+ɔ
ToroTegu,"old (thing, animal)",waag+u
YandaDom,"old (thing, animal)",pɛ+y
YornoSo,"old (thing, animal)",pɛ+y
BankanTey,grow (plants),kuy+ɛ
BenTey,grow (plants),kuy+ɔ
DogulDomBendiely,grow (plants),tɔy+ɛ
JamsayDouentza,grow (plants),kɔ+ɔ
Mombo,grow (plants),kwɛ+ɛ
BonduSoNajamba,grow (plants),maŋg+i
Nanga,grow (plants),kuy+ɔ
PergeTegu,grow (plants),mar+a
TogoKan,grow (plants),kɔ+ɔ
TommoSoTongoTongo,grow (plants),tim+ɛ+yiib+ɛ
ToroTegu,grow (plants),mɔyⁿ+ɔ
YandaDom,grow (plants),ib+e
YornoSo,grow (plants),kɔ+ɔ
BankanTey,young,jɔkkɔlɛm
BenTey,young,soorom
DogulDomBendiely,young,salalɛɛg+u
DonnoSo,young,ɔri+i
JamsayDouentza,young,gayl+ɛ
JamsayDouentza,young,soor+o
JamsayDouentza,young,daɣ+a
BonduSoNajamba,young,endwa+a
Nanga,young,soor+o
TebulUre,young,bond+o
Tiranige,young,sɛg+ɛ
TogoKan,young,dag+a
TommoSoTongoTongo,young,sagar+a
TommoSoTongoTongo,young,sagar+ay
TomoKanDiangassagou,young,gul+a
ToroTegu,young,kure+y
YandaDom,young,sooliy+ɛ
YornoSo,young,dag+iy
YornoSo,young,soore+e
Ampari,new,kaand+a
BankanTey,new,kand+a
BenTey,new,kal+a
Bunoge,new,kand+a
DogulDomBendiely,new,kas+a
DogulDomKundialang,new,kasa+a
DonnoSo,new,kand+a
JamsayGourou,new,kan+a
JamsayDouentza,new,kan+a
JamsayMondoro,new,kan+a
Mombo,new,kand+a
BonduSoNajamba,new,kanda+a
Nanga,new,kand+a
Penange,new,kand+a
PergeTegu,new,kal+a
TebulUre,new,kand+a
Tiranige,new,kand+a
TogoKan,new,kan+a
TommoSoTongoTongo,new,kand+a
TomoKanDiangassagou,new,kand+a
TomoKanSegue,new,kand+a
ToroTegu,new,kal+a
YandaDom,new,kand+a
YornoSo,new,kan+a
BankanTey,"worn out, old, no longer useful (object)",pɛ+ɛ
BenTey,"worn out, old, no longer useful (object)",pɛ+ɛ
Bunoge,"worn out, old, no longer useful (object)",ʔil+ɛ
DonnoSo,"worn out, old, no longer useful (object)",yam+a
JamsayDouentza,"worn out, old, no longer useful (object)",pɛ+yⁿ
Mombo,"worn out, old, no longer useful (object)",ombeɲomedur+e
BonduSoNajamba,"worn out, old, no longer useful (object)",kunjo+o
Nanga,"worn out, old, no longer useful (object)",pɛ+ɛ
Penange,"worn out, old, no longer useful (object)",ul+ɛ
TebulUre,"worn out, old, no longer useful (object)",pɛyg+ɔ
Tiranige,"worn out, old, no longer useful (object)",yɔgɔr+ɔ
TommoSoTongoTongo,"worn out, old, no longer useful (object)",kɔ+ykɔy
TommoSoTongoTongo,"worn out, old, no longer useful (object)",tɔnaad+ɛ
TommoSoTongoTongo,"worn out, old, no longer useful (object)",tɔn+u
TomoKanSegue,"worn out, old, no longer useful (object)",cɛl+ɛ
TomoKanSegue,"worn out, old, no longer useful (object)",kol+o
ToroTegu,"worn out, old, no longer useful (object)",pot+u
YornoSo,"worn out, old, no longer useful (object)",pɛ+y
YornoSo,"worn out, old, no longer useful (object)",sɛmɛl+ɛ
DogulDomKundialang,(child) be born,nal+ye
BonduSoNajamba,(child) be born,nal+i+yɛ
TommoSoTongoTongo,(child) be born,nal+i+yɛ
YornoSo,(child) be born,narⁿɛ+ɛ
BankanTey,pregnant (woman),yadusum
BenTey,pregnant (woman),piregum
Bunoge,pregnant (woman),doleg+a
DogulDomKundialang,pregnant (woman),yaabɛrɛga+a
JamsayGourou,pregnant (woman),yelorun
JamsayDouentza,pregnant (woman),yɛlorin
JamsayDouentza,pregnant (woman),lorin
JamsayDouentza,pregnant (woman),bɛrɛgin
Mombo,pregnant (woman),pijiŋg+a
BonduSoNajamba,pregnant (woman),yasɛnd+ɛ
Nanga,pregnant (woman),yaapireg+i
TebulUre,pregnant (woman),bɛraaj+e
TogoKan,pregnant (woman),lor+u
TommoSoTongoTongo,pregnant (woman),bɛr+ɛ
TommoSoTongoTongo,pregnant (woman),tugonn+ɛ
ToroTegu,pregnant (woman),yⁿarⁿupurobas+a
YandaDom,pregnant (woman),yɛbɛdɛj+o
YornoSo,pregnant (woman),yaabɛrɛgin+ɛ
Ampari,kill,giy+ɛ
BankanTey,kill,j+ɛ
BenTey,kill,jiy+ɛ
Bunoge,kill,gɛɛw+ɛ
DogulDomBendiely,kill,gɛw+ɛ
DogulDomBendiely,kill,sɛm+ɛ
DogulDomKundialang,kill,gɛw+ɛ
DonnoSo,kill,da+a
JamsayGourou,kill,wɔ+ɔ
JamsayDouentza,kill,wɔ+ɔ
JamsayMondoro,kill,wɔ+ɔ
Mombo,kill,gyɛ+ɛ
BonduSoNajamba,kill,jiy+ɛ
BonduSoNajamba,kill,giy+ɛ
Nanga,kill,jiy+ɛ
Nanga,kill,giy+ɛ
Penange,kill,giy+ɛ
PergeTegu,kill,wɔ+ɔ
TebulUre,kill,j+ɛ
Tiranige,kill,jɛy+ɔ
TogoKan,kill,darⁿ+a
TommoSoTongoTongo,kill,da+a
TomoKanDiangassagou,kill,dɛl+ɛ
TomoKanSegue,kill,dɛl+ɛ
ToroTegu,kill,wɔ+ɔ
YandaDom,kill,j+ɛ
YornoSo,kill,da+a
BankanTey,"dead person, corpse",tiwɛ+m
BenTey,"dead person, corpse",tiwɛ
Bunoge,"dead person, corpse",doowa
DogulDomBendiely,"dead person, corpse",tibi+gi
DogulDomBendiely,"dead person, corpse",tibu+wu
DogulDomKundialang,"dead person, corpse",tibu+gu
DonnoSo,"dead person, corpse",yi+mu
JamsayDouentza,"dead person, corpse",nuwⁿo
Mombo,"dead person, corpse",ndad+wɛ
BonduSoNajamba,"dead person, corpse",nooti+bɛɛ
Nanga,"dead person, corpse",tuwa
PergeTegu,"dead person, corpse",nuwⁿo
TebulUre,"dead person, corpse",tibaa
TommoSoTongoTongo,"dead person, corpse",yi+mu
TomoKanSegue,"dead person, corpse",nu+mu
ToroTegu,"dead person, corpse",nun+nuwⁿo
YandaDom,"dead person, corpse",tibɛ
YornoSo,"dead person, corpse",yi+m
BankanTey,bury (sb),bes+i
BenTey,bury (sb),bɛs+i
Bunoge,bury (sb),diŋg+e
DogulDomKundialang,bury (sb),bis+e
DogulDomKundialang,bury (sb),big+ɛ
DonnoSo,bury (sb),big+e
JamsayGourou,bury (sb),bes+a
JamsayDouentza,bury (sb),bɔ+ɔ
JamsayDouentza,bury (sb),bej+e
Mombo,bury (sb),diŋg+e
BonduSoNajamba,bury (sb),bej+e
Nanga,bury (sb),bɛs+i
Penange,bury (sb),diŋg+e
PergeTegu,bury (sb),biyⁿ+ɛ
TebulUre,bury (sb),cɛnd+i
TebulUre,bury (sb),bed+e
Tiranige,bury (sb),bej+o
Tiranige,bury (sb),duŋg+o
TogoKan,bury (sb),biy+ɛ
TommoSoTongoTongo,bury (sb),bod+o
TommoSoTongoTongo,bury (sb),njir+o
TommoSoTongoTongo,bury (sb),adar+a
TomoKanDiangassagou,bury (sb),biir+i
TomoKanSegue,bury (sb),biir+i
ToroTegu,bury (sb),biw+a
YandaDom,bury (sb),bez+e
YandaDom,bury (sb),bud+ɔ
YornoSo,bury (sb),boj+o
BonduSoNajamba,"grave, final resting place, spot where a corpse is buried",biyn
TommoSoTongoTongo,"grave, final resting place, spot where a corpse is buried",yimn+jo
BenTey,grief (after a death),cɛlɛ+yɔɔ
JamsayDouentza,grief (after a death),cɛnɛɛɛ+ⁿ
BonduSoNajamba,grief (after a death),ke+ndaa+ɲa+mi+n
Nanga,grief (after a death),kɛ+ndɛ+ko+yo
TogoKan,grief (after a death),kɛnɛ+kɔ+ⁿ
TommoSoTongoTongo,grief (after a death),ki+ndɛ+pa+rɛ
ToroTegu,grief (after a death),cɛla+yi
YornoSo,grief (after a death),kaalii
YornoSo,grief (after a death),kinɛ+ji+m
BankanTey,"phantom, ghost (of person)",ki+nde
BenTey,"phantom, ghost (of person)",num+cilee
Bunoge,"phantom, ghost (of person)",ki+ndo+be
JamsayDouentza,"phantom, ghost (of person)",ineci+ne
Mombo,"phantom, ghost (of person)",dwɛɛ
BonduSoNajamba,"phantom, ghost (of person)",nooki+ndo+ki+ndoo
Nanga,"phantom, ghost (of person)",nuuki+nde
PergeTegu,"phantom, ghost (of person)",kile
TebulUre,"phantom, ghost (of person)",kiki+nde
TogoKan,"phantom, ghost (of person)",naki+ne
TommoSoTongoTongo,"phantom, ghost (of person)",kiki+nde
ToroTegu,"phantom, ghost (of person)",nuyⁿ+cilo
YornoSo,"phantom, ghost (of person)",kiki+n
BankanTey,soul,ki+nde
BenTey,soul,yo+ŋku
DogulDomBendiely,soul,nin+nu
DogulDomKundialang,soul,yo+ŋku
DonnoSo,soul,ki+ndu+ki+ndu
JamsayDouentza,soul,yo+ŋki
JamsayDouentza,soul,cirⁿe
Mombo,soul,ɲa+ŋgu
BonduSoNajamba,soul,kin+jan
BonduSoNajamba,soul,ki+ndee
Nanga,soul,yo+ŋgi
Penange,soul,ɲa+ŋgu
PergeTegu,soul,yo+ŋku
Tiranige,soul,ɲa+ŋgo
TogoKan,soul,kine
TommoSoTongoTongo,soul,kiki+nde
ToroTegu,soul,cirⁿu
YandaDom,soul,cin+za
YornoSo,soul,kin
YornoSo,soul,yo+ŋku
BankanTey,widow (not yet remarried),awra+ya+m
BenTey,widow (not yet remarried),yapa+lu+m
Bunoge,widow (not yet remarried),yɔɔpa+ndo+ga
DogulDomKundialang,widow (not yet remarried),yaapa+nde
DonnoSo,widow (not yet remarried),yaapa+ndi+nɛ
JamsayGourou,widow (not yet remarried),yaapa+n
JamsayDouentza,widow (not yet remarried),yɛpa+nin
Mombo,widow (not yet remarried),yɔɔpa+nde
BonduSoNajamba,widow (not yet remarried),yapa+nde
Nanga,widow (not yet remarried),yapa+ndi
PergeTegu,widow (not yet remarried),yapa+lun
TebulUre,widow (not yet remarried),yapa+ndɛɛ
TommoSoTongoTongo,widow (not yet remarried),yaapa+nde
TomoKanDiangassagou,widow (not yet remarried),yapa+ndu
TomoKanSegue,widow (not yet remarried),yaapa+ndu
ToroTegu,widow (not yet remarried),yaku+mno
YandaDom,widow (not yet remarried),yɛpa+nde
YornoSo,widow (not yet remarried),yapa+nnɛ
BankanTey,widower,awraa+rⁿa+m
BenTey,widower,arⁿapa+lu+mpa+lu
JamsayGourou,widower,pan
JamsayDouentza,widower,anpa+ndaa+n
BonduSoNajamba,widower,anapa+nde
Nanga,widower,arⁿapa+ndi
PergeTegu,widower,anupa+lda+ŋga+n
TommoSoTongoTongo,widower,anapa+nde
ToroTegu,widower,araku+mno
YandaDom,widower,anpa+nde
YornoSo,widower,arⁿapa+nnɛ
BankanTey,orphan,narⁿi+yⁿɛ+m
BenTey,orphan,laawa+gu+m
Bunoge,orphan,nin+jobe
DogulDomBendiely,orphan,abiyɛ
DogulDomKundialang,orphan,abiyɛ
DonnoSo,orphan,abɛɛgi+nɛ
JamsayDouentza,orphan,laawa+gin
JamsayDouentza,orphan,laawa+n
Mombo,orphan,ababa+wee
BonduSoNajamba,orphan,ajaba+le
BonduSoNajamba,orphan,ɔbiyɛ
Nanga,orphan,narⁿi+yⁿɛ
Penange,orphan,atii+mɛ
PergeTegu,orphan,laawa+gunu
TebulUre,orphan,abɛ
TogoKan,orphan,tɔɲu
TommoSoTongoTongo,orphan,abiyɛ+nɛ
TomoKanDiangassagou,orphan,ʔiiⁿto+nju+ju+ⁿ
TomoKanSegue,orphan,ʔiiⁿtɔⁿ+ju+ⁿ
TomoKanSegue,orphan,iwⁿtɔⁿ+ju+ⁿ
ToroTegu,orphan,atii+me
ToroTegu,orphan,atiinii
YandaDom,orphan,eneɔbi+yɛ
YornoSo,orphan,abɛɛ
BankanTey,body,jesu+gusu
BankanTey,body,jesu
BenTey,body,gesu
BenTey,body,jesu
Bunoge,body,wena+ma
DogulDomBendiely,body,gozo+go
DogulDomKundialang,body,gos+go
DonnoSo,body,godu
DonnoSo,body,diŋɛ+lɛŋ
JamsayGourou,body,gesu
JamsayDouentza,body,jeju
JamsayDouentza,body,jeju+guju
JamsayMondoro,body,jeju
Mombo,body,woji
BonduSoNajamba,body,goji+ŋge
Nanga,body,gesi
Penange,body,wena+ma
PergeTegu,body,gesu
TebulUre,body,godu+go
Tiranige,body,goo+ⁿ
Tiranige,body,goy
TogoKan,body,giye
TommoSoTongoTongo,body,godu
TomoKanDiangassagou,body,jee
ToroTegu,body,jesu+gusu
ToroTegu,body,jesu+kusu
ToroTegu,body,hule
YandaDom,body,gozu
YornoSo,body,goju
Ampari,skin,guju
BankanTey,skin,gusu
BenTey,skin,gusu
Bunoge,skin,gwi
DogulDomBendiely,skin,guzu+gu
DogulDomKundialang,skin,gus+gu
DonnoSo,skin,gudu
JamsayGourou,skin,gusu
JamsayDouentza,skin,guju
JamsayMondoro,skin,guju
Mombo,skin,guju
BonduSoNajamba,skin,guju
Nanga,skin,gusi
Penange,skin,guju
PergeTegu,skin,gusu
TebulUre,skin,gudu+go
TiranigeBoui,skin,gwii
TiranigeNingo,skin,guy
TogoKan,skin,guju
TommoSoTongoTongo,skin,gudu
TomoKanDiangassagou,skin,gu+gu
TomoKanSegue,skin,jee+gu
TomoKanSegue,skin,gu
ToroTegu,skin,gusu
YandaDom,skin,guzu
YornoSo,skin,guju
BankanTey,"flesh, muscle tissue",na+maa
BankanTey,"flesh, muscle tissue",gesu+na+maa
BenTey,"flesh, muscle tissue",nawⁿaa+barⁿa+y+ⁿ
JamsayDouentza,"flesh, muscle tissue",jeju+nɔwⁿɔ
Mombo,"flesh, muscle tissue",ndana+ma
BonduSoNajamba,"flesh, muscle tissue",goji+na+maa
Nanga,"flesh, muscle tissue",nama+bura
Nanga,"flesh, muscle tissue",gesi+na+ma
PergeTegu,"flesh, muscle tissue",gesu+nawⁿa
TebulUre,"flesh, muscle tissue",na+ma
TogoKan,"flesh, muscle tissue",nɔwⁿɔ+ja+ⁿ
TommoSoTongoTongo,"flesh, muscle tissue",nama+bun+jɔ
TomoKanSegue,"flesh, muscle tissue",jeena+ma
ToroTegu,"flesh, muscle tissue",naabu+ŋuno
YandaDom,"flesh, muscle tissue",gozu+na+ma
YornoSo,"flesh, muscle tissue",goju+nawⁿa
YornoSo,"flesh, muscle tissue",nawⁿa+jay+ⁿ
Ampari,blood,a+ga
BankanTey,blood,go+ŋgo+ro
BenTey,blood,go+ŋgo+ro
Bunoge,blood,baba
DogulDomBendiely,blood,giŋɛ+nɛ
DogulDomKundialang,blood,geŋ+ne
DonnoSo,blood,nii
JamsayGourou,blood,nɛy+ⁿ
JamsayDouentza,blood,nɛy+ⁿ
JamsayMondoro,blood,nɛy+ⁿ
Mombo,blood,gee+ŋge
BonduSoNajamba,blood,gen+ge
Nanga,blood,go+ndu+go
Penange,blood,ba+ga
PergeTegu,blood,nɛ+m
TebulUre,blood,jen+je
TiranigeBoui,blood,jee+ŋge
TiranigeNingo,blood,ge+ŋge
TogoKan,blood,nɛ
TommoSoTongoTongo,blood,iliye
TomoKanDiangassagou,blood,nii
TomoKanSegue,blood,ɲii
ToroTegu,blood,neŋ
YandaDom,blood,jen+ju
YornoSo,blood,illii
BankanTey,brain (tissue),nɔɔnii
BenTey,brain (tissue),kuku+bɔnii
Bunoge,brain (tissue),bu+ge
DogulDomBendiely,brain (tissue),bɔ+ndu
DogulDomKundialang,brain (tissue),bɔ+ndu
DonnoSo,brain (tissue),bɔ+ndu
JamsayGourou,brain (tissue),kukuⁿ+seebɔ+nu+m
JamsayDouentza,brain (tissue),kuⁿbɔɔ+nu+m
Mombo,brain (tissue),bo+ge
BonduSoNajamba,brain (tissue),kiinoo+ndii
BonduSoNajamba,brain (tissue),danaa+noo+ndii
Nanga,brain (tissue),kuku+tɔɔn+jɔ
Penange,brain (tissue),koobo+gol+yenu+nu
PergeTegu,brain (tissue),kuku+bonii
TebulUre,brain (tissue),bɔ+ndu
TogoKan,brain (tissue),siye+bɔɔnɔ
TommoSoTongoTongo,brain (tissue),dana+bɔ+ndu
TomoKanDiangassagou,brain (tissue),swee+bu+ndɛ+ⁿ
TomoKanSegue,brain (tissue),swee+bu+ndɛ
ToroTegu,brain (tissue),loli
ToroTegu,brain (tissue),kulo+li
YandaDom,brain (tissue),bɔ+ndu+m
YornoSo,brain (tissue),kuku+bɔnɔ
BankanTey,"midriff, fatty spot above hip near kidneys",doona+rⁿay
BenTey,"midriff, fatty spot above hip near kidneys",narⁿii
Mombo,"midriff, fatty spot above hip near kidneys",kiba
BonduSoNajamba,"midriff, fatty spot above hip near kidneys",bɛrɛ+bɛrɔɔ
Nanga,"midriff, fatty spot above hip near kidneys",be+nde+ba+mba+ra
TommoSoTongoTongo,"midriff, fatty spot above hip near kidneys",jeje+w
ToroTegu,"midriff, fatty spot above hip near kidneys",zɛla
YornoSo,"midriff, fatty spot above hip near kidneys",nan
BankanTey,navel,kon
BenTey,navel,bɔ+ŋgɔ
Bunoge,navel,bɔ+ŋgɛ+lɛ
DogulDomBendiely,navel,bɔ+ŋgɔ
DogulDomKundialang,navel,bɔ+ŋgɔ
DonnoSo,navel,bɔ+ŋgii
JamsayGourou,navel,kon
JamsayDouentza,navel,kon
JamsayMondoro,navel,kon
Mombo,navel,bo+ŋge+le
BonduSoNajamba,navel,bɔ+ŋgɔɔ
Nanga,navel,bɔ+ŋgɔ
Penange,navel,bɔ+ŋgɔ
PergeTegu,navel,bɔ+ŋgɔ
TebulUre,navel,bɔ+ŋgɔ
TiranigeBoui,navel,bɔ+ŋgu+lɔ
TiranigeNingo,navel,bɔ+ŋgɔ+lɔ
TogoKan,navel,bɔ+gu
TommoSoTongoTongo,navel,bɔ+ŋgɔy
TomoKanDiangassagou,navel,bɔgii+ⁿ
TomoKanSegue,navel,kuku+kwɛ+ʔɛ+ⁿ
ToroTegu,navel,koru
YandaDom,navel,bɔŋɔ
YornoSo,navel,bɔ+giy
BankanTey,chest (body),ge+nde+ku+ku
BenTey,chest (body),jɛlɛ+kuku
Bunoge,chest (body),bɛ+mbɔ
DogulDomBendiely,chest (body),gɛɲu+ŋ
DogulDomKundialang,chest (body),geɲu+ŋ
DonnoSo,chest (body),jeɲ+ɲe
JamsayGourou,chest (body),gɔŋɔ
JamsayDouentza,chest (body),gɔŋɔ
Mombo,chest (body),gɔɔ+ⁿ
BonduSoNajamba,chest (body),pɛlɛ+ŋge
BonduSoNajamba,chest (body),gen+jege+njee+ŋge
BonduSoNajamba,chest (body),jen+jen+jee
Nanga,chest (body),go+mbo+ro
Penange,chest (body),gɔɔ+ⁿ
PergeTegu,chest (body),gɔwⁿɔ
TebulUre,chest (body),gwaa+ⁿ
Tiranige,chest (body),be+mbe
TommoSoTongoTongo,chest (body),geɲ+ɲu
TomoKanSegue,chest (body),gɔʔⁿɔ
ToroTegu,chest (body),cɛl+ku
YandaDom,chest (body),jeɲu
YornoSo,chest (body),gɔɔ+ⁿ
Ampari,female breast,ese
BankanTey,female breast,uru
BenTey,female breast,iru
Bunoge,female breast,ʔoj+je
DogulDomBendiely,female breast,ɲju
DogulDomKundialang,female breast,unju+ŋ
DonnoSo,female breast,iru
JamsayGourou,female breast,iru
JamsayDouentza,female breast,iru
Mombo,female breast,o+gye
BonduSoNajamba,female breast,onju+ju
Nanga,female breast,uri
Penange,female breast,ejje
PergeTegu,female breast,ɛ+m
TebulUre,female breast,ɛmnɛ
Tiranige,female breast,unji+ge
TogoKan,female breast,iri
TommoSoTongoTongo,"Similar forms in Gur, ex. Kiamba elɛ or Legba yiirɛ suggest these are related, this -ru may be related to PGur *ɖI which seems to form diminutives ; in Supyire 1 breast = jiri-ne / plural ji᷆rì-ŋii (Miehe p. 360); is this related to PB *-béèdè , POV **bɪ̃̂ɰs- ?",iru
